Cy	ADVgen	ci
Item	ETR	item
,	PONfbl	,
ung	DETndf	un
bien	ADVgen	bien
peu	ADVgen	peu
plus	ADVgen	plus
bas	ADJqua	bas
a	PRE	a
une	DETndf	un
place	NOMcom	place
en	PRE	en
laquelle	PROrel	lequel
Nostre	DETpos	notre
Dame	NOMcom	dame
fut	VERcjg	être
moult	ADVgen	moult
long	ADJqua	long
temps	NOMcom	temps
en	PRE	en
prieres	NOMcom	prière
et	CONcoo	et
oroisons	NOMcom	oraison
pour	PRE	pour
son	DETpos	son
chier	ADJqua	chier
enfent	NOMcom	enfant
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
plus	ADVgen	plus
bas	ADJqua	bas
tout	ADVgen	tout
dessoubz	PRE	dessous
ledit	DETcom	ledit
monlt	NOMcom	mondel
d'	PRE	de
Olivet	NOMpro	Olivier
,	PONfbl	,
a	PRE	a
un	DETndf	un
tresbel	ADJqua	tresbel
monument	NOMcom	monument
tout	ADVgen	tout
de	PRE	de
pierre	NOMcom	piere
taillée	VERppe	tailler
;	PONfbl	;
et	CONcoo	et
dit	VERcjg	dire
on	PROind	on
que	CONsub	que
illec	ADVgen	illuec
fut	VERcjg	être
ensevely	VERppe	ensevelir
Absallont	NOMpro	Absalon
,	PONfbl	,
filz	NOMcom	fil
du	PRE.DETdef	de.le
roi	NOMcom	roi
David	NOMpro	David
,	PONfbl	,
qui	PROrel	que
estoit	VERcjg	estre
a	PRE	a
son	DETpos	son
vivant	VERppa	vivre
le	DETdef	le
plus	ADVgen	plus
bel	ADJqua	bel
homme	NOMcom	homme
du	PRE.DETdef	de.le
monde	NOMcom	monde
,	PONfbl	,
si	ADVgen	si
comme	CONsub	comme
l'	DETdef	le
Escripture	NOMcom	écriture
le	PROper	il
tesmoingne	VERcjg	témoigner
.	PONfrt	.

Et	CONcoo	et
est	VERcjg	estre
en	PRE	en
descendant	VERppa	descendre
ou	PRE.DETdef	en.le
val	NOMcom	val
de	PRE	de
Josaphat	NOMpro	Josaphat
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
en	PRE	en
alant	VERppa	aller
oultre	ADVgen	outre
,	PONfbl	,
en	PRE	en
montant	VERppa	monter
ung	DETndf	un
peu	PROind	peu
,	PONfbl	,
a	PRE	a
senestre	ADJqua	senestre
partie	NOMcom	partie
a	PRE	a
une	DETndf	un
chappelle	NOMcom	chapelle
de	PRE	de
Saint	ADJqua	saint
Marc	NOMpro	Marc
;	PONfbl	;
en	PRE	en
laquelle	PROrel	lequel
est	VERcjg	estre
la	DETdef	le
sepulture	NOMcom	sépulture
de	PRE	de
saint	ADJqua	saint
Jaques	NOMpro	Jacques
le	DETdef	le
Petit	ADJqua	petit
,	PONfbl	,
evesque	NOMcom	évêque
de	PRE	de
Jherusalem	NOMpro	Jérusalem
.	PONfrt	.

En	PRE	en
cedit	DETdem	cedit
lieu	NOMcom	lieu
demouroit	VERcjg	demeurer
monseigneur	NOMcom	monseigneur
saint	ADJqua	saint
Jaques	NOMpro	Jacques
dessus	ADVgen	dessus
nommé	VERppe	nommer
,	PONfbl	,
et	CONcoo	et
illec	ADVgen	illuec
s'	PROper	soi
apparut	VERcjg	apparoir
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
a	PRE	a
lui	PROper	il
apprès	PRE	après
sa	DETpos	son
Resurrection	NOMcom	résurrection
.	PONfrt	.

Et	CONcoo	et
en	PRE	en
cedit	DETdem	cedit
lieu	NOMcom	lieu
la	DETdef	le
glorieuse	ADJqua	glorieux
vierge	NOMcom	vierge
Marie	NOMpro	Marie
avoit	VERcjg	avoir
usage	NOMcom	usage
de	PRE	de
venir	VERinf	venir
prendre	VERinf	prendre
conseil	NOMcom	conseil
a	PRE	a
monseigneur	NOMcom	monseigneur
saint	ADJqua	saint
Jaques	NOMpro	Jacques
.	PONfrt	.

Cette	DETdem	cett
place	NOMcom	place
est	VERcjg	estre
assés	ADVgen	assez
près	ADVgen	près
du	PRE.DETdef	de.le
val	NOMcom	val
de	PRE	de
Josaphat	NOMpro	Josaphat
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
assés	ADVgen	assez
près	ADVgen	près
d'	PRE	de
illec	ADVgen	illuec
est	VERcjg	estre
Bethfagé	NOMpro	Bethphagé
ou	PROrel	où
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
monta	VERcjg	monter
sur	PRE	sur
l'	DETdef	le
anesse	NOMcom	anesse
le	DETdef	le
jour	NOMcom	jour
des	PRE.DETdef	de.le
Palmes	NOMpro	Paumes
;	PONfbl	;
et	CONcoo	et
la	DETdef	le
encontre	NOMcom	encontre
est	VERcjg	estre
la	DETdef	le
porte	NOMcom	porte
dorée	VERppe	dorer
par	PRE	par
laquelle	PROrel	lequel
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
entra	VERcjg	entrer
en	PRE	en
Jherusalem	NOMpro	Jérusalem
audit	PRE.DETcom	à.ledit
jour	NOMcom	jour
des	PRE.DETdef	de.le
Palmes	NOMpro	Paumes
;	PONfbl	;
et	CONcoo	et
est	VERcjg	estre
tous	DETind	tous
temps	NOMcom	temps
close	VERppe	clore
.	PONfrt	.

Et	CONcoo	et
la	DETdef	le
encontre	NOMcom	encontre
est	VERcjg	estre
le	DETdef	le
saint	ADJqua	saint
temple	NOMcom	temple
de	PRE	de
Dieu	NOMpro	Dieu
et	CONcoo	et
de	PRE	de
Salomon	NOMpro	Salomon
,	PONfbl	,
qui	PROrel	que
est	VERcjg	estre
tresnoble	ADJqua	transoble
chose	NOMcom	chose
a	PRE	a
veoir	VERinf	vëoir
,	PONfbl	,
ce	PROdem	ce
que	PROrel	que
l'en	PROind	loin
en	PROadv	en
peut	VERcjg	pouvoir
veoir	VERinf	vëoir
par	PRE	par
dehors	ADVgen	defors
:	PONfbl	:
et	CONcoo	et
estoit	VERcjg	estre
belle	ADJqua	beau
chose	NOMcom	chose
a	PRE	a
veoir	VERinf	vëoir
des	PRE.DETdef	de.le
lampes	NOMcom	lampe
qui	PROrel	que
y	PROadv	y
estoient	VERcjg	être
alumées	VERppe	alumer
que	CONsub	que
nous	PROper	nous
veismes	VERcjg	voir
du	PRE.DETdef	de.le
mont	NOMcom	monde
de	PRE	de
Galilée	NOMpro	Galilée
avant	PRE	avant
que	CONsub	que
le	DETdef	le
jour	NOMcom	jour
fust	VERcjg	estre
esclarcy	VERppe	éclaircir
;	PONfbl	;
car	CONcoo	car
,	PONfbl	,
si	ADVgen	si
comme	CONsub	comme
dit	VERppe	dire
est	VERcjg	estre
devant	ADVgen	devant
,	PONfbl	,
tousjours	ADVgen	toujours
y	PROadv	y
a	VERcjg	avoir
.XIIm	PROcar	douze
.	PONfrt	.

lampes	NOMcom	lampe
ardans	VERppa	ardre
,	PONfbl	,
et	CONcoo	et
deux	DETcar	deux
fois	NOMcom	fois
en	PRE	en
l'	DETdef	le
an	NOMcom	an
en	PROadv	en
alument	VERcjg	alumer
les	DETdef	le
Sarrazins	NOMpro	Sarrasin
.XXXVIm	PROcar	trente-mix
.	PONfbl	.
,	PONfbl	,
si	ADVgen	si
comme	CONsub	comme
nos	DETpos	notre
drugemens	NOMcom	drugement
le	PROper	il
nous	PROper	nous
distrent	VERcjg	dire
et	CONcoo	et
affermerent	VERcjg	affermer
pour	PRE	pour
verité	NOMcom	verité
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
de	PRE	de
la	DETdef	le
montaigne	NOMcom	montagne
de	PRE	de
Bethfagé	NOMpro	Bethphagé
,	PONfbl	,
en	PRE	en
alant	VERppa	aller
oultre	ADVgen	outre
,	PONfbl	,
a	PRE	a
destre	ADJqua	destre
partie	NOMcom	partie
en	PRE	en
bas	ADJqua	bas
est	VERcjg	estre
la	DETdef	le
fonteine	NOMcom	fontaine
ou	PROrel	où
la	DETdef	le
doulce	ADJqua	doux
Vierge	NOMcom	vierge
Marie	NOMpro	Marie
lavoit	VERcjg	laver
les	DETdef	le
drappelès	NOMcom	drappeaut
de	PRE	de
son	DETpos	son
chier	ADJqua	chier
filz	NOMcom	fil
,	PONfbl	,
et	CONcoo	et
encores	ADVgen	encore
l'	PROper	il
appellent	VERcjg	appeler
les	DETdef	le
Sarrazins	NOMpro	Sarrasin
la	DETdef	le
fonteine	NOMcom	fontaine
Saincte	ADJqua	saint
Marie	NOMpro	Marie
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
ung	DETndf	un
peu	PROind	peu
plus	ADVgen	plus
bas	ADJqua	bas
,	PONfbl	,
ou	PRE.DETdef	en.le
val	NOMcom	val
de	PRE	de
Josaphat	NOMpro	Josaphat
,	PONfbl	,
en	PRE	en
allant	VERppa	aller
oultre	ADVgen	outre
a	PRE	a
destre	ADJqua	destre
partie	NOMcom	partie
,	PONfbl	,
a	PRE	a
une	DETndf	un
fonteine	NOMcom	fontaine
que	PROrel	que
l'	DETdef	le
on	PROind	on
appelle	VERcjg	appeler
en	PRE	en
la	DETdef	le
Sainte	ADJqua	saint
Escripture	NOMcom	écriture
:	PONfbl	:
“	PONpga	“
natatoire	NOMcom	natatoire
Siloë	NOMpro	Siloe
”	PONpdr	”
;	PONfbl	;
illec	ADVgen	illuec
enlumina	VERcjg	enluminer
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
l'	DETdef	le
adveugle	NOMcom	aveugle
qui	PROrel	que
onques	ADVgen	onque
n'	ADVneg	ne
avoit	VERcjg	avoir
veu	VERppe	voir
des	PRE.DETdef	de.le
yeulx	NOMcom	oeil
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
ung	DETndf	un
pou	PROind	peu
plus	ADVgen	plus
avant	ADVgen	avant
,	PONfbl	,
en	PRE	en
alant	VERppa	aller
oultre	ADVgen	outre
,	PONfbl	,
devant	PRE	devant
ladite	DETcom	ledit
fonteine	NOMcom	fontaine
de	PRE	de
Siloë	NOMpro	Siloe
,	PONfbl	,
a	PRE	a
une	DETndf	un
grosse	ADJqua	gros
pierre	NOMcom	piere
a	PRE	a
senestre	ADJqua	senestre
main	NOMcom	main
,	PONfbl	,
laquelle	PROrel	lequel
est	VERcjg	estre
a	PRE	a
maniere	NOMcom	manière
d'	PRE	de
un	DETndf	un
pillier	NOMcom	pilier
,	PONfbl	,
assise	VERppe	assëoir
au	PRE.DETdef	a
coin	NOMcom	coin
du	PRE.DETdef	de.le
chemy	NOMcom	chemi
.	PONfrt	.

Sur	PRE	sur
ce	DETdem	ce
pillier	NOMcom	pilier
firent	VERcjg	faire
sier	NOMcom	sier
les	DETdef	le
Juifz	NOMpro	Juif
le	DETdef	le
corps	NOMcom	corps
de	PRE	de
Ysaye	NOMpro	Iseau
le	DETdef	le
prophete	NOMcom	prophète
en	PRE	en
deux	DETcar	deux
pieces	NOMcom	pièce
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
prophetizoit	VERcjg	prophétiser
de	PRE	de
l'	DETdef	le
Incarnacion	NOMcom	incarnation
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
en	PRE	en
alant	VERppa	aller
tousjours	ADVgen	toujours
avant	ADVgen	avant
,	PONfbl	,
en	PRE	en
une	DETndf	un
petite	ADJqua	petit
montagne	NOMcom	montagne
,	PONfbl	,
est	VERcjg	estre
le	DETdef	le
lieu	NOMcom	lieu
ou	PROrel	où
les	DETdef	le
appostres	NOMcom	apôtre
s'	PROper	soi
en	PROadv	en
fouyrent	VERcjg	fouir
cachier	VERinf	chacier
pour	PRE	pour
la	DETdef	le
paour	NOMcom	peur
des	PRE.DETdef	de.le
Juifz	NOMpro	Juif
qui	PROrel	que
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
avoient	VERcjg	avoir
prins	VERppe	prendre
;	PONfbl	;
et	CONcoo	et
est	VERcjg	estre
ce	DETdem	ce
lieu	NOMcom	lieu
en	PRE	en
une	DETndf	un
roche	NOMcom	roche
assés	ADVgen	assez
estrange	ADJqua	estrange
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
ung	DETndf	un
pou	PROind	peu
plus	ADVgen	plus
hault	ADJqua	haut
est	VERcjg	estre
le	DETdef	le
champ	NOMcom	champ
a	PRE	a
la	DETdef	le
maniere	NOMcom	manière
d'	PRE	de
un	DETndf	un
jardin	NOMcom	jardin
,	PONfbl	,
lequel	DETrel	lequel
champ	NOMcom	champ
fut	VERcjg	être
achettés	VERppe	acheter
des	PRE.DETdef	de.le
.XXX	ADJcar	trente
.	PONfrt	.

deniers	NOMcom	denier
dont	PROrel	dont
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
fut	VERcjg	être
vendus	VERppe	vendre
;	PONfbl	;
et	CONcoo	et
est	VERcjg	estre
appellé	VERppe	appeler
en	PRE	en
l'	DETdef	le
Euvangelle	NOMpro	Euvangele
“	PONpga	“
Archeldemach	NOMpro	Archemas
”	PONpdr	”
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
a	PRE	a
dire	VERinf	dire
selon	PRE	selon
l'	DETdef	le
exposicion	NOMcom	exposition
,	PONfbl	,
“	PONpga	“
champ	NOMcom	champ
de	PRE	de
sang	NOMcom	sang
”	PONpdr	”
.	PONfrt	.

Et	CONcoo	et
dit	VERcjg	dire
on	PROind	on
que	CONsub	que
les	DETdef	le
os	NOMcom	os
des	PRE.DETdef	de.le
Machabées	NOMpro	Machabee
y	PROadv	y
sont	VERcjg	estre
.	PONfrt	.

Cedit	DETdem	cedit
champ	NOMcom	champ
fut	VERcjg	être
acheptés	VERppe	acheter
,	PONfbl	,
selon	PRE	selon
l'	DETdef	le
Euvangille	NOMpro	Euvangile
,	PONfbl	,
pour	PRE	pour
enterrer	VERinf	enterrer
les	DETdef	le
pelerins	NOMcom	pèlerin
.	PONfrt	.

Et	CONcoo	et
sachés	VERcjg	savoir
que	CONsub	que
en	PRE	en
cedit	DETdem	cedit
champ	NOMcom	champ
a	VERcjg	avoir
une	DETndf	un
grant	ADJqua	grant
caverne	NOMcom	caverne
voltée	NOMcom	voutée
moult	ADVgen	moult
parfonde	ADJqua	parfont
,	PONfbl	,
et	CONcoo	et
y	PROadv	y
a	VERcjg	avoir
plusieurs	DETind	plusieurs
frenestres	NOMcom	frenestre
dessus	ADVgen	dessus
par	PRE	par
ou	PROrel	où
on	PROind	on
regarde	VERcjg	regarder
dedans	ADVgen	dedans
.	PONfrt	.

Premierement	ADVgen	premièrement
,	PONfbl	,
en	PRE	en
montant	VERppa	monter
d'	PRE	de
illec	ADVgen	illuec
au	PRE.DETdef	a
saint	ADJqua	saint
mont	NOMcom	monde
de	PRE	de
Syon	NOMpro	Syon
a	PRE	a
senestre	ADJqua	senestre
main	NOMcom	main
,	PONfbl	,
atenant	VERppa	attenir
de	PRE	de
l'	DETdef	le
eglise	NOMcom	église
Nostre	DETpos	notre
Dame	NOMcom	dame
,	PONfbl	,
en	PRE	en
ung	DETndf	un
anglet	NOMcom	anget
,	PONfbl	,
est	VERcjg	estre
la	DETdef	le
place	NOMcom	place
ou	PROrel	où
l'	DETdef	le
aignel	NOMcom	agnel
fut	VERcjg	être
rostis	VERppe	rostir
,	PONfbl	,
lequel	PROrel	lequel
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
donna	VERcjg	donner
a	PRE	a
menger	VERinf	manger
a	PRE	a
ses	DETpos	son
appostres	NOMcom	apôtre
a	PRE	a
la	DETdef	le
Sene	NOMpro	Saine
.	PONfrt	.

Illec	ADVgen	illuec
mesmes	ADJind	même
fut	VERcjg	être
chauffée	VERppe	chauffer
l'	DETdef	le
eaue	NOMcom	eau
de	PRE	de
laquelle	PROrel	lequel
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
lava	VERcjg	laver
les	DETdef	le
piez	NOMcom	pié
a	PRE	a
ses	DETpos	son
appostres	NOMcom	apôtre
.	PONfrt	.

Au	PRE.DETdef	a
partir	VERinf	partir
d'	PRE	de
icelluy	DETdem	cil
lieu	NOMcom	lieu
en	PRE	en
alant	VERppa	aller
oultre	ADVgen	outre
,	PONfbl	,
a	PRE	a
destre	ADJqua	destre
partie	NOMcom	partie
,	PONfbl	,
est	VERcjg	estre
le	DETdef	le
lieu	NOMcom	lieu
et	CONcoo	et
monument	NOMcom	monument
ou	PROrel	où
saint	ADJqua	saint
Estienne	NOMpro	Etienne
premier	ADJord	premier
martir	NOMcom	martyr
fut	VERcjg	être
enterés	VERppe	enterrer
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
en	PRE	en
alant	VERppa	aller
oultre	ADVgen	outre
,	PONfbl	,
a	PRE	a
destre	ADJqua	destre
partie	NOMcom	partie
est	VERcjg	estre
l'	DETdef	le
eglise	NOMcom	église
Saint	ADJqua	saint
Saulveur	NOMcom	sauveur
;	PONfbl	;
et	CONcoo	et
illec	ADVgen	illuec
estoit	VERcjg	estre
la	DETdef	le
maison	NOMcom	maison
de	PRE	de
Annas	NOMpro	Annas
evesque	NOMcom	évêque
de	PRE	de
Jherusalem	NOMpro	Jérusalem
.	PONfrt	.

En	PRE	en
cettedicte	DETdem	cettice
maison	NOMcom	maison
fut	VERcjg	être
premierement	ADVgen	premièrement
menez	VERppe	mener
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
apprès	PRE	après
ce	PROdem	ce
qu'	CONsub	que
il	PROper	il
fut	VERcjg	être
prins	VERppe	prendre
ou	PRE.DETdef	en.le
jardin	NOMcom	jardin
;	PONfbl	;
et	CONcoo	et
illec	ADVgen	illuec
fut	VERcjg	être
il	PROper	il
loyez	VERppe	loiier
a	PRE	a
ung	DETndf	un
pillier	NOMcom	pilier
de	PRE	de
pierre	NOMcom	piere
.	PONfrt	.

Lequel	DETrel	lequel
pillier	NOMcom	pilier
est	VERcjg	estre
encore	ADVgen	encore
en	PRE	en
icelle	DETdem	cil
eglise	NOMcom	église
en	PRE	en
une	DETndf	un
petite	ADJqua	petit
tournelette	NOMcom	tournellette
ou	PROrel	où
il	PROper	il
ne	ADVneg	ne
peut	VERcjg	pouvoir
tenir	VERinf	tenir
que	ADVgen	que
deux	DETcar	deux
personnes	NOMcom	personne
a	PRE	a
une	DETcar	un
fois	NOMcom	fois
,	PONfbl	,
et	CONcoo	et
est	VERcjg	estre
tout	ADVgen	tout
près	ADVgen	près
du	PRE.DETdef	de.le
grant	ADJqua	grant
autel	NOMcom	autel
a	PRE	a
destre	ADJqua	destre
main	NOMcom	main
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
la	DETdef	le
couverture	NOMcom	couverture
dudit	PRE.DETcom	de.ledit
grant	ADJqua	grant
autel	NOMcom	autel
qui	PROrel	que
est	VERcjg	estre
moult	ADVgen	moult
grant	ADJqua	grant
et	CONcoo	et
molt	ADVgen	moult
grosse	ADJqua	gros
est	VERcjg	estre
la	DETdef	le
propre	ADJqua	propre
couverture	NOMcom	couverture
du	PRE.DETdef	de.le
saint	ADJqua	saint
Sepulcre	NOMcom	sépulcre
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
,	PONfbl	,
sur	PRE	sur
laquelle	DETrel	lequel
pierre	NOMcom	piere
se	PROper	soi
seoit	VERcjg	sëoir
proprement	ADVgen	proprement
l'	DETdef	le
ange	NOMcom	ange
,	PONfbl	,
le	DETdef	le
jour	NOMcom	jour
de	PRE	de
Pasques	NOMpro	Pasques
,	PONfbl	,
quant	CONsub	cant
les	DETdef	le
trois	ADJcar	trois
Maries	NOMpro	Marie
vindrent	VERcjg	venir
au	PRE.DETdef	a
saint	ADJqua	saint
Sepulcre	NOMcom	sépulcre
pour	PRE	pour
oindre	VERinf	oindre
le	DETdef	le
precieux	ADJqua	précieux
corps	NOMcom	corps
de	PRE	de
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
,	PONfbl	,
qui	PROrel	que
ja	ADVgen	ja
estoit	VERcjg	estre
ressucités	NOMcom	ressuscité
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
au	PRE.DETdef	a
partir	VERinf	partir
d'	PRE	de
icelle	DETdem	cil
eglise	NOMcom	église
,	PONfbl	,
en	PRE	en
venant	VERppa	venir
a	PRE	a
l'	DETdef	le
eglise	NOMcom	église
de	PRE	de
Nostre	DETpos	notre
Dame	NOMcom	dame
,	PONfbl	,
tout	ADVgen	tout
près	ADVgen	près
de	PRE	de
ladite	DETcom	ledit
eglise	NOMcom	église
,	PONfbl	,
a	PRE	a
une	DETndf	un
grande	ADJqua	grand
place	NOMcom	place
en	PRE	en
laquelle	PROrel	lequel
il	PROper	il
a	VERcjg	avoir
deux	DETcar	deux
grosses	ADJqua	gros
pierres	NOMcom	piere
,	PONfbl	,
dont	PROrel	dont
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
avoit	VERcjg	avoir
acoustumé	VERppe	accoutumer
de	PRE	de
seoir	VERinf	sëoir
sur	PRE	sur
l'	DETdef	le
une	PROind	un
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
preschoit	VERcjg	preschier
a	PRE	a
ses	DETpos	son
diciples	NOMcom	disciple
,	PONfbl	,
et	CONcoo	et
Nostre	DETpos	notre
Dame	NOMcom	dame
sur	PRE	sur
l'	DETdef	le
autre	PROind	autre
a	PRE	a
l'	DETdef	le
encontre	NOMcom	encontre
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
près	ADVgen	près
d'	PRE	de
icelle	DETdem	cil
premiere	ADJqua	premier
pierre	NOMcom	piere
est	VERcjg	estre
une	DETndf	un
chappelle	NOMcom	chapelle
atenant	VERppa	attenir
de	PRE	de
ladite	DETcom	ledit
eglise	NOMcom	église
de	PRE	de
Nostre	DETpos	notre
Dame	NOMcom	dame
,	PONfbl	,
en	PRE	en
laquelle	DETrel	lequel
chappelle	NOMcom	chapelle
sont	VERcjg	estre
les	DETdef	le
sepulcres	NOMcom	sépulcre
de	PRE	de
David	NOMpro	David
et	CONcoo	et
de	PRE	de
Salomon	NOMpro	Salomon
son	DETpos	son
filz	NOMcom	fil
,	PONfbl	,
roys	NOMcom	roi
de	PRE	de
Jherusalem	NOMpro	Jérusalem
;	PONfbl	;
et	CONcoo	et
illec	ADVgen	illuec
dedens	ADVgen	dedans
est	VERcjg	estre
une	DETndf	un
petite	ADJqua	petit
chapellette	NOMcom	chapelette
en	PRE	en
laquelle	PROrel	lequel
David	NOMpro	David
fist	VERcjg	faire
le	DETdef	le
Psaultier	NOMcom	psautier
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
au	PRE.DETdef	a
partir	VERinf	partir
de	PRE	de
la	ADVgen	là
en	PRE	en
allant	VERppa	aller
a	PRE	a
senestre	ADJqua	senestre
main	NOMcom	main
,	PONfbl	,
est	VERcjg	estre
le	DETdef	le
lieu	NOMcom	lieu
ou	PROrel	où
la	DETdef	le
doulce	ADJqua	doux
vierge	NOMcom	vierge
Marie	NOMpro	Marie
demoura	VERcjg	demeurer
.XIIIJ	PROcar	quatorze
.	PONfrt	.

ans	NOMcom	an
apprès	PRE	après
l'	DETdef	le
Assencion	NOMpro	Assansion
de	PRE	de
son	DETpos	son
chier	ADJqua	chier
enfent	NOMcom	enfant
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
en	PRE	en
ce	DETdem	ce
mesme	ADJind	même
lieu	NOMcom	lieu
trespassa	VERcjg	trépasser
la	DETdef	le
glorieuse	ADJqua	glorieux
vierge	NOMcom	vierge
Marie	NOMpro	Marie
de	PRE	de
cest	DETdem	cest
ciecle	NOMcom	ciecle
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
tout	ADVgen	tout
près	ADVgen	près
d'	PRE	de
illec	ADVgen	illuec
est	VERcjg	estre
le	DETdef	le
lieu	NOMcom	lieu
ou	PROrel	où
les	DETdef	le
faulx	ADJqua	faux
Juifz	NOMcom	juif
vostrent	VERcjg	voloir
oster	VERinf	oster
et	CONcoo	et
prendre	VERinf	prendre
le	DETdef	le
corps	NOMcom	corps
de	PRE	de
la	DETdef	le
vierge	NOMcom	vierge
Marie	NOMpro	Marie
des	PRE.DETdef	de.le
mains	NOMcom	main
des	PRE.DETdef	de.le
appostres	NOMcom	apôtre
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
près	ADVgen	près
d'	PRE	de
illec	ADVgen	illuec
est	VERcjg	estre
le	DETdef	le
lieu	NOMcom	lieu
ou	PROrel	où
saint	ADJqua	saint
Mathieu	NOMpro	Mathieu
fut	VERcjg	être
esleu	VERppe	élire
pour	PRE	pour
estre	VERinf	estre
appostre	NOMcom	appostle
,	PONfbl	,
ou	PRE.DETdef	en.le
lieu	NOMcom	lieu
de	PRE	de
Judas	NOMpro	Judas
qui	PROrel	que
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
son	DETpos	son
doubz	ADJqua	doux
maistre	NOMcom	maître
avoit	VERcjg	avoir
vendu	VERppe	vendre
et	CONcoo	et
trahy	VERppe	träir
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
le	DETdef	le
lieu	NOMcom	lieu
ouquel	PRE.PROrel	en.lequel
sainct	ADJqua	saint
Jehan	NOMpro	Jean
l'	DETdef	le
Euvangeliste	NOMpro	Euvangisie
chantoit	VERcjg	chanter
tous	DETind	tous
les	DETdef	le
jours	NOMcom	jour
la	DETdef	le
messe	NOMcom	messe
devant	PRE	devant
Nostre	DETpos	notre
Dame	NOMcom	dame
apprès	PRE	après
l'	DETdef	le
Assencion	NOMpro	Assansion
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
.	PONfrt	.

Item	ETR	item
,	PONfbl	,
en	PRE	en
l'	DETdef	le
eglise	NOMcom	église
Nostre	DETpos	notre
Dame	NOMcom	dame
du	PRE.DETdef	de.le
mont	NOMcom	monde
de	PRE	de
Syon	NOMpro	Syon
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
assavoir	VERinf	assavoir
en	PRE	en
la	DETdef	le
propre	ADJqua	propre
place	NOMcom	place
ou	PROrel	où
est	VERcjg	estre
le	DETdef	le
grant	ADJqua	grant
autel	NOMcom	autel
de	PRE	de
ladite	DETcom	ledit
eglise	NOMcom	église
,	PONfbl	,
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
Jhesu	NOMpro	Jésus
Crist	NOMpro	Christ
fist	VERcjg	faire
la	DETdef	le
Cene	NOMpro	Cenes
a	PRE	a
ses	DETpos	son
appostres	NOMcom	apôtre
le	DETdef	le
Jeudi	NOMpro	Judi
Absolut	NOMpro	Absolut
.	PONfrt	.

Et	CONcoo	et
tout	ADVgen	tout
près	ADVgen	près
d'	PRE	de
illec	ADVgen	illuec
l'	DETdef	le
aignel	NOMcom	agnel
fut	VERcjg	être
apparreilliez	VERppe	appareiller
.	PONfrt	.

Tout	ADVgen	tout
près	ADVgen	près
dudit	PRE.DETcom	de.ledit
autel	NOMcom	autel
,	PONfbl	,
a	PRE	a
main	NOMcom	main
senestre	ADJqua	senestre
,	PONfbl	,
est	VERcjg	estre
le	DETdef	le
saint	ADJqua	saint
lieu	NOMcom	lieu
ouquel	PRE.PROrel	en.lequel
Nostre	DETpos	notre
Seigneur	NOMcom	seigneur
lava	VERcjg	laver
les	DETdef	le
piez	NOMcom	pié
a	PRE	a
ses	DETpos	son
appostres	NOMcom	apôtre
