Comment	ADVsub	comment
maistre	NOMcom	maître
Jehan	NOMpro	Jean
Bienassis	NOMpro	Bienassis
,	PONfbl	,
et	CONcoo	et
dist	VERcjg	dire
au	PRE.DETdef	a
Jouvencel	NOMpro	Jouvenceau
ces	DETdem	ce
parolles	NOMcom	parole
:	PONfbl	:
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
vous	PROper	vous
estes	VERcjg	estre
yci	ADVgen	ici
commis	VERppe	commettre
,	PONfbl	,
en	PRE	en
l'	DETdef	le
absence	NOMcom	absance
de	PRE	de
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
son	DETpos	son
lieutenant	NOMcom	lieutenant
,	PONfbl	,
lequel	PROrel	lequel
est	VERcjg	estre
lieutenant	NOMcom	lieutenant
general	ADJqua	général
du	PRE.DETdef	de.le
Roy	NOMcom	roi
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
ung	DETndf	un
lieutenant	NOMcom	lieutenant
n'	ADVneg	ne
a	VERcjg	avoir
pas	ADVneg	pas
puissance	NOMcom	poissance
de	PRE	de
commettre	VERinf	commettre
ung	DETndf	un
aultre	ADJind	autre
lieutenant	NOMcom	lieutenant
en	PRE	en
si	ADVgen	si
hault	ADJqua	haut
et	CONcoo	et
grant	ADJqua	grant
estat	NOMcom	état
,	PONfbl	,
ne	CONcoo	ne
en	PRE	en
si	ADVgen	si
grant	ADJqua	grant
preeminence	NOMcom	préminence
que	CONsub	que
soy	PROper	soi
”	PONpdr	”
“	PONpga	“
meismes	ADJind	même
,	PONfbl	,
si	CONsub	si
ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
de	PRE	de
l'	DETdef	le
auctorité	NOMcom	autorité
,	PONfbl	,
puissance	NOMcom	poissance
et	CONcoo	et
congié	NOMcom	congié
du	PRE.DETdef	de.le
Roy	NOMcom	roi
,	PONfbl	,
pourquoy	ADVsub	pourquoi
le	DETdef	le
Roy	NOMcom	roi
nous	PROper	nous
a	VERcjg	avoir
ici	ADVgen	ici
envoyez	VERppe	envoyer
,	PONfbl	,
messeigneurs	NOMcom	messeigneur
qui	PROrel	que
cy	ADVgen	ci
sont	VERcjg	estre
et	CONcoo	et
moy	PROper	moi
en	PRE	en
leur	DETpos	leur
compaignie	NOMcom	compagnie
,	PONfbl	,
pour	PRE	pour
vous	PROper	vous
instituer	VERinf	instituer
et	CONcoo	et
constituer	VERinf	constituer
lieutenant	NOMcom	lieutenant
de	PRE	de
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
son	DETpos	son
lieutenant	NOMcom	lieutenant
.	PONfrt	.

Et	CONcoo	et
toute	DETind	tout
telle	DETind	tel
puissance	NOMcom	poissance
que	CONsub	que
a	PRE	a
monseigneur	NOMcom	monseigneur
le	PROper	il
conte	VERcjg	conter
,	PONfbl	,
le	DETdef	le
Roy	NOMcom	roi
veult	VERcjg	vouloir
que	CONsub	que
vous	PROper	vous
l'	PROper	il
ayez	VERcjg	avoir
en	PRE	en
son	DETpos	son
absence	NOMcom	absance
,	PONfbl	,
pour	PRE	pour
la	DETdef	le
bonne	ADJqua	bon
et	CONcoo	et
grande	ADJqua	grand
renommée	NOMcom	renommée
et	CONcoo	et
rapport	VERcjg	rapporter
qu'	PROrel	que
il	PROper	il
a	VERcjg	avoir
eu	VERppe	avoir
de	PRE	de
vostre	DETpos	vostre
personne	NOMcom	personne
par	PRE	par
la	DETdef	le
bouche	NOMcom	bouche
de	PRE	de
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
et	CONcoo	et
aultres	PROind	autre
.	PONfrt	.

Et	CONcoo	et
veez	VERcjg	vëoir
”	PONpdr	”
“	PONpga	“
en	PRE	en
cy	ADVgen	ci
voz	DETpos	vostre
lettres	NOMcom	lettre
seellées	VERppe	sceller
de	PRE	de
son	DETpos	son
grant	ADJqua	grant
seel	NOMcom	sceau
.	PONfbl	.
”	PONpdr	”
Lesquelles	PROrel	lequel
il	PROper	il
bailla	VERcjg	bailler
au	PRE.DETdef	a
Jouvencel	NOMpro	Jouvenceau
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
après	ADVgen	après
,	PONfbl	,
reprist	VERcjg	reprendre
les	DETdef	le
parolles	NOMcom	parole
et	CONcoo	et
dist	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Monseigneur	NOMcom	monseigneur
,	PONfbl	,
vous	PROper	vous
voyez	VERcjg	voir
la	DETdef	le
grace	NOMcom	grâce
que	PROrel	que
Dieu	NOMpro	Dieu
vous	PROper	vous
fait	VERcjg	faire
,	PONfbl	,
qui	PROrel	que
vous	PROper	vous
a	VERcjg	avoir
donné	VERppe	donner
premièrement	ADVgen	premièrement
la	DETdef	le
grace	NOMcom	grâce
de	PRE	de
naistre	VERinf	naître
de	PRE	de
maison	NOMcom	maison
noble	ADJqua	noble
;	PONfbl	;
aprez	ADVgen	après
,	PONfbl	,
vous	PROper	vous
a	VERcjg	avoir
donné	VERppe	donner
sens	NOMcom	sens
et	CONcoo	et
entendement	NOMcom	entendement
et	CONcoo	et
personnaige	NOMcom	personnage
pour	PRE	pour
porter	VERinf	porter
les	DETdef	le
armes	NOMcom	arme
,	PONfbl	,
et	CONcoo	et
de	PRE	de
povoir	VERinf	povoir
conduire	VERinf	conduire
voz	PROper	vous
faiz	NOMcom	fait
en	PRE	en
si	ADVgen	si
grant	ADJqua	grant
honneur	NOMcom	honneur
et	CONcoo	et
si	ADVgen	si
grant	ADJqua	grant
renommée	NOMcom	renommée
que	CONsub	que
la	DETdef	le
louenge	NOMcom	louange
en	PROadv	en
va	VERcjg	aler
jusques	PRE	jusque
à	PRE	à
Dieu	NOMpro	Dieu
.	PONfrt	.

Car	CONcoo	car
,	PONfbl	,
se	CONsub	se
Dieu	NOMpro	Dieu
ne	ADVneg	ne
vous	PROper	vous
aimoit	VERcjg	aimer
,	PONfbl	,
la	DETdef	le
commune	ADJqua	commun
renommée	NOMcom	renommée
ne	ADVneg	ne
iroit	VERcjg	aler
pas	ADVneg	pas
de	PRE	de
vous	PROper	vous
en	PRE	en
bien	NOMcom	bien
,	PONfbl	,
ainsi	ADVgen	ainsi
qu'	CONsub	que
elle	PROper	elle
fait	VERcjg	faire
,	PONfbl	,
jusques	PRE	jusque
au	PRE.DETdef	a
prince	NOMcom	prince
ne	CONcoo	ne
à	PRE	à
monseigneur	NOMcom	monseigneur
le	DETdef	le
conte	NOMcom	conte
de	PRE	de
Parvanchières	NOMpro	Parvanchières
,	PONfbl	,
son	DETpos	son
lieutenant	NOMcom	lieutenant
,	PONfbl	,
dont	PROrel	dont
les	DETdef	le
biens	NOMcom	bien
vous	PROper	vous
viengnent	VERcjg	venir
.	PONfrt	.

Aussi	ADVgen	aussi
ung	DETndf	un
corps	NOMcom	corps
seul	ADJqua	sol
ne	ADVneg	ne
pourroit	VERcjg	pouvoir
estre	VERinf	estre
cappable	ADJqua	chapable
de	PRE	de
tant	ADVgen	tant
de	PRE	de
honneurs	NOMcom	honneur
ne	CONcoo	ne
de	PRE	de
tant	ADVgen	tant
de	PRE	de
biens	NOMcom	bien
comme	CONsub	comme
Dieu	NOMpro	Dieu
vous	PROper	vous
envoye	VERcjg	envoyer
,	PONfbl	,
sinon	PRE	sinon
qu'	CONsub	que
il	PROper	il
venist	VERcjg	venir
de	PRE	de
la	DETdef	le
voulenté	NOMcom	volonté
de	PRE	de
Nostre	DETpos	notre
”	PONpdr	”
“	PONpga	“
Seigneur	NOMcom	seigneur
Jhesus	NOMpro	Jésus
”	PONpdr	”
“	PONpga	“
Christ	NOMcom	crist
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
mettez	VERcjg	mettre
peine	NOMcom	peine
de	PRE	de
recongnoistre	VERinf	reconnaître
premièrement	ADVgen	premièrement
Dieu	NOMpro	Dieu
,	PONfbl	,
dont	PROrel	dont
tout	PROind	tout
vient	VERcjg	venir
;	PONfbl	;
ne	ADVneg	ne
pensez	VERcjg	penser
ne	CONcoo	ne
en	PRE	en
vostre	DETpos	vostre
force	NOMcom	force
ne	CONcoo	ne
en	PRE	en
vostre	DETpos	vostre
vaillance	NOMcom	vaillance
.	PONfrt	.

Car	CONcoo	car
en	PRE	en
vous	PROper	vous
ne	CONcoo	ne
en	PRE	en
aultre	PROind	autre
n'	ADVneg	ne
a	VERcjg	avoir
nulle	DETind	nul
bonne	ADJqua	bon
vertu	NOMcom	vertu
,	PONfbl	,
se	CONsub	se
elle	PROper	elle
ne	ADVneg	ne
vient	VERcjg	venir
de	PRE	de
Dieu	NOMpro	Dieu
premièrement	ADVgen	premièrement
.	PONfrt	.

Si	ADVgen	si
ayez	VERcjg	avoir
tousjours	ADVgen	toujours
le	DETdef	le
cuer	NOMcom	cuer
à	PRE	à
Dieu	NOMpro	Dieu
et	CONcoo	et
à	PRE	à
la	DETdef	le
vocacion	NOMcom	vocation
en	PRE	en
quoy	PROrel	quoi
vous	PROper	vous
estes	VERcjg	estre
convoqué	VERppe	convocher
;	PONfbl	;
faictes	VERppe	faire
choses	NOMcom	chose
louables	ADJqua	louable
qui	PROrel	que
soient	VERcjg	estre
plaisant	ADJqua	plaisant
à	PRE	à
Dieu	NOMpro	Dieu
et	CONcoo	et
au	PRE.DETdef	a
monde	NOMcom	monde
;	PONfbl	;
ne	ADVneg	ne
soyez	VERcjg	estre
pas	ADVneg	pas
ingrat	NOMcom	ingrat
,	PONfbl	,
et	CONcoo	et
congnoissez	VERcjg	connaître
l'	DETdef	le
onneur	NOMcom	honneur
que	PROrel	que
Dieu	NOMpro	Dieu
vous	PROper	vous
fait	VERcjg	faire
et	CONcoo	et
l'	DETdef	le
amour	NOMcom	amour
que	PROrel	que
le	DETdef	le
peuple	NOMcom	peuple
a	VERcjg	avoir
à	PRE	à
vous	PROper	vous
.	PONfrt	.

Car	CONcoo	car
assez	ADVgen	assez
en	PROadv	en
y	PROadv	y
a	VERcjg	avoir
qui	PROrel	que
vous	PROper	vous
vallent	VERcjg	valoir
,	PONfbl	,
se	CONsub	se
Dieu	NOMpro	Dieu
les	PROper	il
voulloit	VERcjg	vouloir
appeler	VERinf	appeler
où	PROrel	où
il	PROper	il
vous	PROper	vous
a	VERcjg	avoir
appellé	VERppe	appeler
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
,	PONfbl	,
ne	ADVneg	ne
vous	PROper	vous
enorgueillissez	VERcjg	enorgueillir
point	ADVneg	point
et	CONcoo	et
entendez	VERcjg	entendre
songneusement	ADVgen	songeusement
,	PONfbl	,
dilligemment	ADVgen	dilligemment
et	CONcoo	et
loyaument	ADVgen	loyalement
à	PRE	à
faire	VERinf	faire
ce	PROdem	ce
que	PROrel	que
vous	PROper	vous
avez	VERcjg	avoir
à	PRE	à
faire	VERinf	faire
.	PONfrt	.

Gardez	VERcjg	garder
justice	NOMcom	justice
,	PONfbl	,
tant	ADVgen	tant
à	PRE	à
ennemiz	NOMcom	ennemi
que	CONsub	que
aux	PRE.DETdef	à.le
amyz	NOMcom	ami
.	PONfrt	.

Et	CONcoo	et
vous	PROper	vous
gardez	VERcjg	garder
bien	ADVgen	bien
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
soit	VERcjg	estre
fait	VERppe	faire
injure	NOMcom	injure
ne	CONcoo	ne
villenie	NOMcom	villie
aux	PRE.DETdef	à.le
marchans	NOMcom	marchand
publicques	ADJqua	publiche
suyvans	VERppa	suivre
et	CONcoo	et
frequentans	VERppa	fréquenter
la	DETdef	le
contrée	NOMcom	contrée
où	PROrel	où
vous	PROper	vous
serez	VERcjg	être
,	PONfbl	,
ne	CONcoo	ne
ailleurs	ADVgen	ailleurs
où	PROrel	où
vous	PROper	vous
pourrez	VERcjg	pouvoir
;	PONfbl	;
mais	CONcoo	mais
les	DETdef	le
honnorez	VERppe	honorer
et	CONcoo	et
prisez	VERppe	priser
;	PONfbl	;
car	CONcoo	car
ilz	PROper	il
vont	VERcjg	aler
par	PRE	par
tout	DETind	tout
le	DETdef	le
monde	NOMcom	monde
et	CONcoo	et
rapportent	VERcjg	rapporter
la	DETdef	le
bonne	ADJqua	bon
et	CONcoo	et
la	DETdef	le
mauvaise	ADJqua	mauvais
renommée	NOMcom	renommée
des	PRE.DETdef	de.le
gens	NOMcom	gens
,	PONfbl	,
tant	ADVgen	tant
du	PRE.DETdef	de.le
Roy	NOMcom	roi
que	CONsub	que
de	PRE	de
ses	DETpos	son
subjectz	NOMcom	sujét
,	PONfbl	,
chiefz	NOMcom	chef
de	PRE	de
guerre	NOMcom	guerre
et	CONcoo	et
de	PRE	de
sa	DETpos	son
justice	NOMcom	justice
.	PONfrt	.

Rendez	VERcjg	rendre
et	CONcoo	et
faictes	VERcjg	faire
rendre	VERinf	rendre
à	PRE	à
chascun	PROind	chascun
ce	PROdem	ce
qui	PROrel	que
est	VERcjg	estre
sien	ADJpos	sien
par	PRE	par
bonne	ADJqua	bon
justice	NOMcom	justice
.	PONfrt	.

Ainsi	ADVgen	ainsi
seront	VERcjg	estre
les	DETdef	le
citez	NOMcom	cité
,	PONfbl	,
que	CONsub	que
vous	PROper	vous
aurez	VERcjg	avoir
en	PRE	en
gouvernement	NOMcom	gouvernement
,	PONfbl	,
garnies	VERppe	garnir
de	PRE	de
tous	DETind	tous
biens	NOMcom	bien
et	CONcoo	et
les	DETdef	le
rentes	NOMcom	rente
du	PRE.DETdef	de.le
Roy	NOMcom	roi
multipliées	VERppe	multiplier
,	PONfbl	,
et	CONcoo	et
croistra	VERcjg	croistre
son	DETpos	son
honneur	NOMcom	honneur
et	CONcoo	et
sa	DETpos	son
gloire	NOMcom	gloire
et	CONcoo	et
de	PRE	de
vous	PROper	vous
,	PONfbl	,
et	CONcoo	et
serez	VERcjg	être
tous	PROind	tous
plus	ADVgen	plus
crains	ADJqua	craind
et	CONcoo	et
redoubtez	VERppe	redouter
de	PRE	de
voz	DETpos	vostre
ennemis	NOMcom	ennemi
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
pour	PRE	pour
brief	NOMcom	bref
vous	PROper	vous
dire	VERinf	dire
,	PONfbl	,
Justice	NOMcom	justice
ne	ADVneg	ne
se	PROper	soi
peult	VERcjg	pouvoir
trop	ADVgen	trop
louer	VERinf	louer
;	PONfbl	;
car	CONcoo	car
elle	PROper	elle
est	VERcjg	estre
de	PRE	de
la	DETdef	le
propre	ADJqua	propre
nature	NOMcom	nature
au	PRE.DETdef	a
glorieux	ADJqua	glorieux
Dieu	NOMpro	Dieu
,	PONfbl	,
et	CONcoo	et
la	PROper	il
fit	VERcjg	fïer
et	CONcoo	et
ordonna	VERcjg	ordonner
sur	PRE	sur
tous	DETind	tous
royaumes	NOMcom	royaume
et	CONcoo	et
sur	PRE	sur
toutes	DETind	tous
creatures	NOMcom	créature
.	PONfrt	.

Si	ADVgen	si
la	PROper	il
gardez	VERcjg	garder
songneusement	ADVgen	songeusement
,	PONfbl	,
à	PRE	à
vostre	DETpos	vostre
povoir	VERinf	povoir
,	PONfbl	,
sans	PRE	sans
aucunement	ADVgen	aucunement
la	PROper	il
laissier	VERinf	laisser
violer	VERinf	violer
ou	CONcoo	o
enfraindre	VERinf	enfreindre
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
puisque	CONsub	puisque
vous	PROper	vous
estes	VERcjg	estre
chief	NOMcom	chief
par	PRE	par
dessuz	PRE	dessus
tous	DETind	tous
les	DETdef	le
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
de	PRE	de
ce	DETdem	ce
païs	NOMcom	päis
et	CONcoo	et
que	CONsub	que
la	DETdef	le
force	NOMcom	force
est	VERcjg	estre
aux	PRE.DETdef	à.le
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
,	PONfbl	,
ayez	VERcjg	avoir
premier	ADVgen	premier
l'	DETdef	le
ueil	NOMcom	œil
sur	PRE	sur
eulx	PROper	eux
,	PONfbl	,
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
usent	VERcjg	user
point	ADVneg	point
de	PRE	de
leur	DETpos	leur
force	NOMcom	force
et	CONcoo	et
qu'	CONsub	que
ilz	PROper	il
ne	ADVneg	ne
facent	VERcjg	faire
violence	NOMcom	vïolence
à	PRE	à
nul	PROind	nul
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
gens	NOMcom	gens
d'	PRE	de
armes	NOMcom	arme
ne	ADVneg	ne
sont	VERcjg	estre
pas	ADVneg	pas
tousjours	ADVgen	toujours
si	ADVgen	si
saiges	ADJqua	sage
ni	CONcoo	nie
si	ADVgen	si
advisez	VERppe	aviser
,	PONfbl	,
comme	CONsub	comme
besoing	NOMcom	besoing
leur	PROper	leur
feust	VERcjg	être
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
,	PONfbl	,
entre	PRE	entre
gens	NOMcom	gens
de	PRE	de
guerre	NOMcom	guerre
,	PONfbl	,
sont	VERcjg	estre
recueilliz	VERppe	recueillir
folz	ADJqua	foud
et	CONcoo	et
saiges	ADJqua	sage
,	PONfbl	,
et	CONcoo	et
que	CONsub	que
l'	DETdef	le
exercice	NOMcom	exercice
des	PRE.DETdef	de.le
armes	NOMcom	arme
les	PROper	il
esmeut	VERcjg	émouvoir
à	PRE	à
donner	VERinf	donner
coups	NOMcom	coup
et	CONcoo	et
à	PRE	à
espandre	VERinf	espandre
sang	NOMcom	sang
et	CONcoo	et
à	PRE	à
faire	VERinf	faire
chose	NOMcom	chose
par	PRE	par
force	NOMcom	force
.	PONfrt	.

Et	CONcoo	et
communement	ADVgen	communément
ne	ADVneg	ne
sont	VERcjg	estre
pas	ADVneg	pas
clercs	NOMcom	clerc
,	PONfbl	,
ne	CONcoo	ne
n'	ADVneg	ne
ont	VERcjg	avoir
pas	ADVneg	pas
leu	NOMcom	lieu
les	DETdef	le
loix	NOMcom	loi
,	PONfbl	,
ne	CONcoo	ne
en	PRE	en
jeunesse	NOMcom	jeunesse
eu	VERppe	avoir
doctrines	NOMcom	doctrine
,	PONfbl	,
par	PRE	par
quoy	PROrel	quoi
ilz	PROper	il
puissent	VERcjg	pöoir
estre	VERinf	estre
si	ADVgen	si
resolus	VERppe	resoudre
comme	CONsub	comme
aultres	DETind	autre
gens	NOMcom	gens
.	PONfrt	.

Pour	PRE	pour
ce	PROdem	ce
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
de	PRE	de
neccessité	NOMcom	nécessité
que	CONsub	que
vous	PROper	vous
aiez	VERcjg	avoir
la	DETdef	le
main	NOMcom	main
sur	PRE	sur
eux	PROper	eux
et	CONcoo	et
que	CONsub	que
vous	PROper	vous
les	PROper	il
pugnissiez	VERcjg	pongier
promptement	ADVgen	promptement
,	PONfbl	,
ainsi	ADVgen	ainsi
que	CONsub	que
les	DETdef	le
cas	NOMcom	cas
le	PROper	il
requerront	VERcjg	requérir
,	PONfbl	,
sans	PRE	sans
long	ADJqua	long
procès	NOMcom	processe
;	PONfbl	;
car	CONcoo	car
ilz	PROper	il
sont	VERcjg	estre
gens	ADJqua	giens
promps	NOMcom	promet
à	PRE	à
l'	DETdef	le
execution	NOMcom	exécution
.	PONfrt	.

Aussi	ADVgen	aussi
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
il	PROimp	il
de	PRE	de
neccessité	NOMcom	nécessité
que	PROrel	que
soyez	VERcjg	estre
prompt	ADJqua	prompt
à	PRE	à
leur	PROper	leur
faire	VERinf	faire
justice	NOMcom	justice
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
àdire	VERinf	adire
faire	VERinf	faire
justice	NOMcom	justice
des	PRE.DETdef	de.le
deffaillans	VERppa	défaillir
,	PONfbl	,
s'	CONsub	se
ilz	PROper	il
le	PROper	il
deservent	VERcjg	desservir
,	PONfbl	,
et	CONcoo	et
aussi	ADVgen	aussi
justice	VERcjg	justicier
de	PRE	de
ceulx	PROdem	celui
qui	PROrel	que
leur	PROper	leur
tiennent	VERcjg	tenir
tort	NOMcom	tort
,	PONfbl	,
pareillement	ADVgen	pareillement
.	PONfrt	.

Car	CONcoo	car
ilz	PROper	il
ne	ADVneg	ne
sont	VERcjg	estre
pas	ADVneg	pas
pour	PRE	pour
attendre	VERinf	atendre
les	DETdef	le
longs	ADJqua	long
procès	NOMcom	processe
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
qu'	CONsub	que
il	PROimp	il
fault	VERcjg	falir
qu'	CONsub	que
ilz	PROper	il
servent	VERcjg	servir
continuellement	ADVgen	continuellement
à	PRE	à
la	DETdef	le
chose	NOMcom	chose
publique	ADJqua	publique
.	PONfrt	.

Vous	PROper	vous
les	PROper	il
devez	VERcjg	devoir
tousjours	ADVgen	toujours
tenir	VERinf	tenir
en	PRE	en
obéissance	NOMcom	obéissance
.	PONfrt	.

Aussi	ADVgen	aussi
gardez	VERcjg	garder
que	CONsub	que
nul	PROind	nul
ne	ADVneg	ne
leur	PROper	leur
face	VERcjg	faire
tort	NOMcom	tort
;	PONfbl	;
car	CONcoo	car
seurement	ADVgen	sûrement
ilz	PROper	il
ont	VERcjg	avoir
de	PRE	de
grans	ADJqua	grand
previleges	NOMcom	previlège
et	CONcoo	et
sont	VERcjg	estre
bien	ADVgen	bien
à	PRE	à
supporter	VERinf	supporter
en	PRE	en
leur	DETpos	leur
bon	ADJqua	bon
droit	NOMcom	droit
.	PONfrt	.

Aussi	ADVgen	aussi
,	PONfbl	,
monseigneur	NOMcom	monseigneur
,	PONfbl	,
tous	DETind	tous
les	DETdef	le
estas	NOMcom	estab
du	PRE.DETdef	de.le
payz	NOMcom	pay
,	PONfbl	,
tant	ADVgen	tant
messeigneurs	NOMcom	messeigneur
de	PRE	de
l'	DETdef	le
Eglise	NOMcom	eglise
,	PONfbl	,
messeigneurs	NOMcom	messeigneur
les	DETdef	le
nobles	NOMcom	noble
que	CONsub	que
le	DETdef	le
commun	NOMcom	commun
et	CONcoo	et
la	DETdef	le
chose	NOMcom	chose
publique	ADJqua	publique
en	PRE	en
general	NOMcom	général
,	PONfbl	,
vous	PROper	vous
devez	VERcjg	devoir
avoir	VERinf	avoir
l'	DETdef	le
ueil	NOMcom	œil
à	PRE	à
faire	VERinf	faire
droit	ADVgen	droit
à	PRE	à
ung	DETndf	un
chascun	PROind	chascun
,	PONfbl	,
à	PRE	à
vostre	DETpos	vostre
povoir	VERinf	povoir
,	PONfbl	,
et	CONcoo	et
faire	VERinf	faire
justice	NOMcom	justice
au	PRE.DETdef	a
foeble	NOMcom	fouible
comme	CONsub	comme
au	PRE.DETdef	a
fort	ADJqua	fort
et	CONcoo	et
au	PRE.DETdef	a
povre	ADJqua	povre
comme	CONsub	comme
au	PRE.DETdef	a
riche	ADJqua	riche
,	PONfbl	,
ne	CONcoo	ne
avoir	VERinf	avoir
faveur	NOMcom	faveur
ne	CONcoo	ne
hayne	NOMcom	haine
tant	ADVgen	tant
à	PRE	à
amy	NOMcom	ami
comme	CONsub	comme
à	PRE	à
ennemy	NOMcom	ennemi
.	PONfrt	.

Si	CONsub	si
vous	PROper	vous
savez	VERcjg	savoir
que	CONsub	que
messeigneurs	NOMcom	messeigneur
de	PRE	de
l'	DETdef	le
Eglise	NOMcom	eglise
facent	VERcjg	faire
aucuns	DETind	aucun
abuz	NOMcom	about
,	PONfbl	,
vous	PROper	vous
devez	VERcjg	devoir
advertir	VERinf	advertir
le	DETdef	le
Roy	NOMcom	roi
.	PONfrt	.

Si	CONsub	si
messeigneurs	NOMcom	messeigneur
les	DETdef	le
nobles	NOMcom	noble
veullent	VERcjg	vouloir
faire	VERinf	faire
aucune	DETind	aucun
force	NOMcom	force
,	PONfbl	,
vous	PROper	vous
ne	ADVneg	ne
leur	PROper	leur
devez	VERcjg	devoir
pas	ADVneg	pas
souffrir	VERinf	souffrir
,	PONfbl	,
pour	PRE	pour
ce	PROdem	ce
que	CONsub	que
vous	PROper	vous
avez	VERcjg	avoir
la	DETdef	le
force	NOMcom	force
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
si	CONsub	si
messeigneurs	NOMcom	messeigneur
les	DETdef	le
advocas	NOMcom	avocat
vueillent	VERcjg	vouloir
menger	VERinf	manger
le	DETdef	le
peuple	NOMcom	peuple
,	PONfbl	,
vous	PROper	vous
devez	VERcjg	devoir
faire	VERinf	faire
belles	ADJqua	beau
informacions	NOMcom	information
et	CONcoo	et
les	PROper	il
envoyer	VERinf	envoyer
au	PRE.DETdef	a
Roy	NOMcom	roi
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
ne	ADVneg	ne
povez	VERcjg	pouvoir
trouver	VERinf	trouver
en	PRE	en
ce	DETdem	ce
payz	NOMcom	pay
gens	NOMcom	gens
pour	PRE	pour
ce	PROdem	ce
faire	VERinf	faire
,	PONfbl	,
comme	CONsub	comme
communement	ADVgen	communément
l'	DETdef	le
ung	PROind	un
advocat	VERcjg	avocher
porte	NOMcom	porte
l'	DETdef	le
autre	PROind	autre
,	PONfbl	,
envoyez	VERcjg	envoiier
devers	PRE	devers
le	DETdef	le
Roy	NOMcom	roi
,	PONfbl	,
et	CONcoo	et
il	PROper	il
vous	PROper	vous
envoyra	VERcjg	envoyer
bons	ADJqua	bon
commissaires	NOMcom	commissaire
et	CONcoo	et
seurz	ADJqua	sourd
qui	PROrel	que
n'	ADVneg	ne
espargneront	VERcjg	espargnier
riens	PROind	rien
,	PONfbl	,
pas	ADVneg	pas
meisme	ADJind	même
ung	DETndf	un
bailly	NOMcom	bailli
,	PONfbl	,
s'	CONsub	se
il	PROper	il
estoit	VERcjg	estre
entre	PRE	entre
leurs	DETpos	leur
mains	NOMcom	main
.	PONfrt	.

Quant	CONsub	quand
au	PRE.DETdef	a
fait	NOMcom	fait
de	PRE	de
voz	DETpos	vostre
ennemiz	NOMcom	ennemi
,	PONfbl	,
gardez	VERcjg	garder
l'	DETdef	le
onneur	NOMcom	honneur
du	PRE.DETdef	de.le
Roy	NOMcom	roi
,	PONfbl	,
tant	ADVgen	tant
en	PRE	en
ses	DETpos	son
saufconduitz	VERppe	saufondre
que	CONsub	que
ès	PRE.DETdef	en.le
vostres	PROpos	vostre
meismes	ADJind	même
,	PONfbl	,
que	CONsub	que
injustice	NOMcom	injustice
ne	ADVneg	ne
leur	PROper	leur
soit	VERcjg	estre
point	ADVneg	point
faicte	VERppe	faire
;	PONfbl	;
car	CONcoo	car
le	DETdef	le
Roy	NOMcom	roi
veult	VERcjg	vouloir
soy	PROper	soi
acquitter	VERinf	acquitter
envers	PRE	envers
tous	PROind	tous
et	CONcoo	et
premièrement	ADVgen	premièrement
à	PRE	à
ses	DETpos	son
subgectz	NOMcom	sujét
,	PONfbl	,
à	PRE	à
ses	DETpos	son
amiz	NOMcom	ami
et	CONcoo	et
aliez	VERcjg	aler
,	PONfbl	,
et	CONcoo	et
aprez	ADVgen	après
à	PRE	à
ses	DETpos	son
ennemiz	NOMcom	ennemi
.	PONfrt	.

Et	CONcoo	et
Dieu	NOMpro	Dieu
veult	VERcjg	vouloir
qu'	CONsub	que
on	PROind	on
face	VERcjg	faire
raison	NOMcom	raison
à	PRE	à
chascun	PROind	chascun
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
